repo,module,language,snapshot_date,class_fqn,loc,cyclomatic_complexity,wmc,dit,noc,cbo,rfc,lcom,fan_in,fan_out,code_smells,num_commits_30d,added_loc_30d,deleted_loc_30d,num_authors_30d,days_since_last_change,bugfix_commits_90d,issues_90d,line_coverage_pct,branch_coverage_pct,mutation_score_pct,tests_failed_30d,flaky_rate,defect_next_30d,defect_count_next_30d,defect_probability_latent
repo_alpha,integration,Java,2025-10-01,com.ocp.platform.integration.Class0143,196,5.47,8.17,6,1,0.0,1.0,3.04,2,0,3,5,28,13,1,65,1,1,,68.69,49.01,0,0.0776,0,0,0.00991
repo_beta,data,Java,2024-03-25,com.ocp.platform.data.Class0009,420,5.26,1.0,3,1,2.23,22.4,1.67,2,1,0,9,42,25,3,82,1,1,64.61,33.41,53.03,0,0.0286,0,0,0.06347
repo_alpha,data,Java,2024-03-14,com.ocp.data.Class0018,395,5.22,8.94,1,0,0.0,13.12,3.06,0,0,0,5,53,28,1,48,1,1,69.17,,64.76,1,0.1392,0,0,0.00855
repo_beta,utils,Java,2025-10-15,com.ocp.utils.Class0053,61,4.28,6.8,4,0,0.0,6.25,0.14,1,1,0,2,0,3,1,170,1,0,85.26,74.74,,1,0.104,0,0,0.0103
repo_beta,service,Java,2025-02-09,com.ocp.platform.service.Class0204,845,9.34,4.38,5,1,1.13,1.0,4.2,0,3,3,0,9,12,0,2,0,2,64.94,42.81,53.32,0,0.0084,0,0,0.01649
repo_beta,integration,Java,2024-01-09,com.ocp.integration.Class0139,302,8.17,9.81,1,0,1.23,25.46,0.0,1,3,0,10,27,35,2,90,0,0,73.7,57.1,55.71,0,0.017,0,0,0.01453
repo_alpha,api,Java,2025-08-04,com.ocp.quality.api.Class0084,81,1.78,3.24,6,1,0.0,18.49,1.93,0,1,2,0,0,0,0,151,0,0,77.61,68.79,60.94,2,0.0597,0,0,0.00332
repo_alpha,service,Java,2024-07-03,com.ocp.quality.service.Class0032,295,5.79,8.4,5,1,0.0,11.66,0.4,2,1,0,1,19,21,0,82,1,0,77.07,59.03,58.47,0,0.0268,0,0,0.00709
repo_gamma,data,Java,2024-04-09,com.ocp.quality.data.Class0103,41,3.21,4.66,3,0,0.0,22.47,1.44,0,2,0,3,3,3,0,43,0,1,56.01,45.96,63.26,0,0.0918,0,0,0.00354
repo_gamma,utils,Java,2024-11-02,com.ocp.utils.Class0195,203,6.27,6.75,6,1,0.56,6.5,0.0,0,1,0,1,4,2,0,104,0,1,68.8,39.11,51.81,1,0.173,0,0,0.00362
repo_gamma,utils,Java,2024-07-06,com.ocp.quality.utils.Class0179,181,2.59,6.95,6,1,6.22,10.16,2.76,0,3,1,1,6,2,0,26,0,1,74.74,77.7,61.42,1,0.0929,0,0,0.00506
repo_alpha,core,Java,2025-07-05,com.ocp.transport.core.Class0148,77,3.28,1.0,1,0,0.0,1.0,0.0,1,0,1,13,8,5,1,0,3,2,84.21,63.14,96.35,1,0.151,0,0,0.00634
repo_beta,utils,Java,2024-07-12,com.ocp.platform.utils.Class0033,68,1.0,1.0,2,0,0.0,1.0,1.72,0,1,0,1,0,5,0,123,0,0,48.04,,31.7,1,,0,0,0.01881
repo_alpha,core,Java,2025-08-18,com.ocp.transport.core.Class0075,114,2.51,6.13,5,1,0.0,1.0,3.92,4,2,0,1,0,3,0,104,0,0,73.62,57.33,58.92,1,0.0869,0,0,0.01163
repo_gamma,service,Java,2024-10-04,com.ocp.platform.service.Class0124,81,3.66,6.99,5,1,2.44,1.0,0.25,2,0,0,3,4,4,0,158,0,1,81.13,88.79,55.25,2,0.1379,0,0,0.01044
repo_gamma,data,Java,2024-05-30,com.ocp.data.Class0174,423,1.64,4.31,2,1,0.0,1.0,2.41,1,0,1,1,11,8,0,68,0,0,58.81,42.04,52.94,0,0.0663,0,0,0.01614
repo_gamma,utils,Java,2024-08-09,com.ocp.quality.utils.Class0171,177,4.68,3.76,1,0,0.0,9.08,2.57,1,1,1,3,7,5,0,8,0,0,69.6,54.63,76.99,0,0.0653,0,0,0.00957
repo_alpha,api,Java,2025-04-07,com.ocp.quality.api.Class0179,275,5.33,1.64,2,1,0.0,5.69,3.54,2,2,0,8,21,12,0,0,1,0,60.79,49.21,60.97,3,0.1936,0,0,0.00503
repo_gamma,api,Java,2024-01-13,com.ocp.platform.api.Class0037,38,1.0,1.41,1,0,2.31,8.15,0.0,1,0,1,2,2,0,0,60,0,0,66.07,70.61,54.96,0,0.029,0,0,0.01462
repo_gamma,core,Java,2024-02-11,com.ocp.core.Class0044,534,5.6,8.15,2,0,0.0,1.0,1.01,1,0,4,0,12,10,0,31,0,0,65.42,59.24,56.57,0,0.1326,0,0,0.01777
repo_gamma,core,Java,2025-08-05,com.ocp.quality.core.Class0080,346,7.62,10.6,3,1,0.0,8.57,5.49,2,1,0,12,53,28,0,37,0,0,67.3,50.6,75.57,0,,0,0,0.00529
repo_alpha,core,Java,2024-04-22,com.ocp.transport.core.Class0177,78,4.13,8.26,1,1,0.0,2.4,1.07,3,0,2,9,13,6,2,79,1,0,82.57,71.52,63.79,1,0.0765,0,0,0.01505
repo_gamma,core,Java,2025-10-21,com.ocp.quality.core.Class0008,187,5.84,6.68,2,0,3.59,6.2,0.62,3,3,1,5,10,5,0,54,1,4,76.33,77.18,50.79,1,0.0214,0,0,0.02683
repo_alpha,service,Java,2025-08-23,com.ocp.transport.service.Class0165,254,1.87,1.0,6,3,0.0,1.0,2.1,1,0,1,3,4,8,0,57,1,4,79.72,86.04,,0,0.039,0,0,0.00561
repo_gamma,service,Java,2024-02-04,com.ocp.transport.service.Class0161,363,5.79,11.97,4,0,0.43,15.66,2.41,0,3,2,14,29,33,2,119,6,5,50.72,49.5,29.7,3,0.0868,0,0,0.03154
repo_beta,utils,Java,2025-01-23,com.ocp.transport.utils.Class0011,160,4.11,6.4,2,0,0.0,2.99,1.97,2,3,1,12,25,18,5,42,1,0,77.39,66.45,80.82,1,0.031,0,0,0.00698
repo_gamma,core,Java,2025-12-04,com.ocp.platform.core.Class0053,70,1.41,1.0,4,0,0.0,20.31,1.03,2,2,0,3,6,1,0,89,0,1,90.73,99.21,72.62,0,0.2272,0,0,0.00456
repo_alpha,service,Java,2025-07-19,com.ocp.transport.service.Class0110,365,4.61,1.0,4,1,0.0,1.0,4.4,1,1,2,3,10,12,0,110,0,1,63.71,50.8,45.61,1,0.0213,0,0,0.02299
repo_alpha,service,Java,2024-09-28,com.ocp.quality.service.Class0187,772,7.22,3.0,5,1,0.0,10.22,7.32,1,2,1,2,17,15,0,120,0,1,63.68,54.9,49.65,0,0.0249,0,0,0.01187
repo_alpha,integration,Java,2024-04-28,com.ocp.integration.Class0186,61,1.0,11.73,2,0,0.0,18.58,1.77,0,0,0,12,9,8,3,50,4,0,53.3,45.98,34.17,3,0.0899,0,0,0.03445
repo_beta,core,Java,2024-09-05,com.ocp.platform.core.Class0060,164,5.95,1.0,6,2,1.34,7.69,1.59,1,0,0,6,18,17,1,122,0,0,65.1,58.71,77.87,2,0.0376,0,0,0.00417
repo_gamma,core,Java,2025-08-27,com.ocp.transport.core.Class0065,56,2.13,5.57,4,0,0.11,9.79,0.0,1,0,2,16,7,5,2,33,1,1,64.74,,52.9,1,0.1301,0,0,0.0038
repo_beta,core,Java,2025-08-16,com.ocp.transport.core.Class0194,382,7.51,9.23,6,1,0.0,1.0,0.41,1,1,0,6,46,37,1,133,0,0,68.64,,48.35,0,0.0528,0,0,0.01568
repo_alpha,integration,Kotlin,2025-01-31,com.ocp.quality.integration.Class0145,345,7.28,6.67,3,2,2.51,12.67,4.97,0,1,2,0,3,3,0,165,0,0,,,50.25,1,,0,0,0.02245
repo_alpha,integration,Java,2025-03-09,com.ocp.platform.integration.Class0074,122,5.28,12.03,3,0,0.0,6.4,0.0,0,1,2,3,3,6,0,73,0,0,72.02,60.5,59.28,0,0.0877,0,0,0.02327
repo_beta,api,Java,2024-05-06,com.ocp.platform.api.Class0196,76,1.0,4.83,4,0,0.0,8.29,3.37,3,4,2,3,4,2,1,148,0,0,72.59,65.75,56.8,2,0.0168,0,0,0.03766
repo_alpha,api,Java,2025-09-19,com.ocp.platform.api.Class0008,176,1.41,1.0,6,1,1.4,10.98,2.31,1,0,0,0,5,7,0,128,0,1,64.52,,52.75,2,0.0568,0,0,0.01345
repo_gamma,service,Java,2024-06-29,com.ocp.platform.service.Class0185,97,3.72,8.0,5,3,0.94,8.17,0.33,1,0,0,6,5,1,2,47,1,1,72.02,52.35,,3,0.0688,0,0,0.00925
repo_gamma,core,Java,2025-07-09,com.ocp.quality.core.Class0069,424,7.15,11.23,6,2,0.0,25.94,7.61,2,1,1,6,46,35,0,39,0,1,70.01,65.83,49.72,1,0.0239,0,0,0.0092
repo_gamma,data,Kotlin,2024-12-02,com.ocp.platform.data.Class0078,164,2.74,2.3,5,1,0.0,14.9,3.13,1,2,3,0,1,3,0,116,0,0,67.64,46.76,35.66,2,0.0384,0,0,0.00277
repo_beta,service,Java,2025-03-29,com.ocp.transport.service.Class0105,527,9.1,4.27,2,0,1.21,1.0,0.07,3,2,2,2,48,28,0,55,1,0,85.72,83.25,,0,0.0731,0,0,0.02095
repo_alpha,utils,Java,2025-11-26,com.ocp.platform.utils.Class0139,58,5.38,10.07,2,0,1.68,13.29,5.91,2,2,0,3,0,0,0,47,0,0,59.88,53.06,74.94,2,0.0148,0,0,0.01025
repo_gamma,service,Java,2025-11-27,com.ocp.platform.service.Class0201,151,5.84,8.87,3,1,0.0,7.57,1.18,1,2,1,4,3,3,1,4,0,1,67.53,61.27,51.16,0,0.0911,0,0,0.00716
repo_beta,data,Java,2025-09-09,com.ocp.platform.data.Class0009,372,8.25,10.96,4,0,4.78,18.46,3.95,1,4,3,7,33,23,0,70,0,1,48.25,38.78,45.92,0,0.0477,0,0,0.03262
repo_alpha,service,Java,2024-06-04,com.ocp.service.Class0115,126,3.52,6.15,5,4,0.0,1.0,5.12,0,0,1,1,1,2,0,79,0,1,72.23,,65.7,0,0.0224,0,0,0.00979
repo_beta,service,Java,2024-09-12,com.ocp.platform.service.Class0020,264,5.91,9.09,2,0,0.52,1.0,1.92,0,1,2,0,4,2,0,92,0,0,71.7,68.1,58.11,0,0.1506,0,0,0.00971
repo_alpha,core,Java,2024-05-27,com.ocp.transport.core.Class0218,220,4.72,5.12,2,0,2.64,20.45,0.85,7,2,2,6,41,33,1,63,0,1,59.64,63.92,47.28,0,,0,0,0.02502
repo_beta,integration,Kotlin,2024-07-09,com.ocp.quality.integration.Class0166,164,5.57,9.21,5,1,0.0,11.64,3.58,1,1,0,14,20,10,1,149,1,2,69.82,66.98,27.6,1,0.0496,0,0,0.03482
repo_alpha,api,Java,2025-03-11,com.ocp.transport.api.Class0161,297,9.3,13.96,3,0,0.0,23.63,2.56,0,1,4,4,40,32,2,124,0,1,80.37,64.42,46.65,1,0.005,0,0,0.04625
repo_gamma,utils,Kotlin,2024-07-21,com.ocp.transport.utils.Class0029,420,4.0,3.36,5,1,0.0,8.36,2.27,1,3,1,1,12,4,0,172,0,0,73.36,62.73,61.75,0,0.0771,0,0,0.00603
repo_gamma,service,Java,2025-05-03,com.ocp.service.Class0158,246,7.78,1.0,4,1,0.0,1.0,0.0,0,1,1,6,20,22,0,76,0,1,,56.56,86.41,1,0.0219,0,0,0.0214
repo_beta,data,Java,2024-02-05,com.ocp.transport.data.Class0129,74,3.71,1.44,1,0,0.0,1.0,0.0,0,0,0,8,6,4,3,144,1,0,86.82,,60.42,0,0.2184,0,0,0.00307
repo_gamma,service,Java,2025-07-23,com.ocp.platform.service.Class0062,342,5.03,6.42,2,1,0.0,16.6,4.18,0,0,0,7,40,25,0,0,0,0,65.69,69.07,74.71,1,0.0167,0,0,0.0072
repo_beta,service,Java,2025-08-09,com.ocp.quality.service.Class0024,381,2.69,8.49,6,2,0.18,8.83,3.82,1,0,0,8,28,25,1,79,1,1,64.24,70.83,67.6,1,0.0239,1,0,0.02773
repo_beta,core,Java,2025-09-21,com.ocp.quality.core.Class0010,669,3.58,7.41,4,2,0.95,17.45,1.22,1,2,2,6,24,23,0,68,2,2,,84.49,32.51,2,0.0213,0,0,0.01316
repo_beta,utils,Java,2025-02-22,com.ocp.utils.Class0187,193,1.65,1.0,6,2,2.62,13.58,0.6,2,1,0,6,5,4,1,59,3,3,65.76,58.5,,1,,0,0,0.00611
repo_beta,utils,Java,2025-08-12,com.ocp.platform.utils.Class0058,140,6.67,5.86,6,1,0.88,8.6,0.22,1,1,1,3,14,11,1,133,2,5,74.47,48.65,58.72,0,0.0531,0,0,0.0048
repo_gamma,service,Java,2024-08-26,com.ocp.platform.service.Class0199,80,5.2,1.05,6,1,0.78,1.0,0.32,0,0,1,4,7,5,1,5,0,0,85.24,70.03,,0,0.1013,0,0,0.00488
repo_beta,core,Java,2025-06-19,com.ocp.platform.core.Class0094,516,4.74,1.0,5,1,1.63,18.87,1.65,1,1,0,5,45,26,1,85,0,0,79.57,77.46,54.99,0,0.0219,0,0,0.02074
repo_alpha,utils,Java,2024-07-07,com.ocp.utils.Class0078,82,7.52,7.04,4,0,5.13,8.43,0.0,2,4,1,5,13,11,0,28,0,1,,90.7,73.26,0,0.1076,0,1,0.00683
repo_alpha,api,Java,2024-07-21,com.ocp.quality.api.Class0132,531,7.25,5.93,3,0,0.0,14.53,0.35,0,2,1,4,43,34,1,42,0,1,75.62,68.36,59.87,1,0.1106,0,0,0.0119
repo_beta,core,Java,2024-03-25,com.ocp.platform.core.Class0036,946,11.7,11.28,7,1,6.55,22.85,2.58,4,6,5,0,18,11,0,23,0,0,66.18,66.0,,3,0.1404,0,0,0.01679
repo_gamma,utils,Java,2024-07-26,com.ocp.utils.Class0127,280,2.01,1.0,2,2,6.98,2.6,2.79,2,1,1,7,25,26,3,92,1,2,80.64,72.2,60.59,1,0.0193,0,0,0.01029
repo_alpha,utils,Java,2024-09-29,com.ocp.utils.Class0160,392,7.3,10.07,5,1,1.82,11.8,2.3,1,2,3,9,24,24,0,94,0,1,64.61,55.9,50.38,1,0.0286,0,0,0.00981
repo_alpha,core,Java,2024-03-09,com.ocp.core.Class0086,38,1.0,1.0,6,2,0.62,1.0,2.45,2,1,0,2,1,1,0,32,0,0,74.22,63.86,69.37,1,0.1185,0,0,0.00662
repo_beta,integration,Java,2025-04-16,com.ocp.integration.Class0203,131,3.31,8.35,6,2,0.42,3.74,0.0,0,0,1,5,8,15,0,25,2,2,64.04,66.0,52.55,1,0.0975,0,0,0.02035
repo_beta,integration,Java,2025-02-06,com.ocp.transport.integration.Class0025,132,8.0,7.92,3,0,0.0,22.33,0.0,2,0,2,2,4,2,0,4,1,1,76.33,80.17,,2,,0,0,0.01826
repo_alpha,core,Java,2025-08-06,com.ocp.core.Class0107,255,9.2,6.98,1,0,0.0,10.93,3.64,0,1,3,4,20,14,0,26,1,1,69.35,60.57,42.62,0,0.1406,0,0,0.03676
repo_beta,core,Java,2025-09-13,com.ocp.platform.core.Class0094,414,6.23,8.98,6,1,3.46,10.99,3.0,1,0,2,4,28,30,1,109,0,1,52.14,29.23,39.04,1,0.0527,0,0,0.00684
repo_alpha,integration,Java,2024-08-26,com.ocp.transport.integration.Class0195,363,8.32,10.52,4,0,0.0,8.47,5.61,1,1,3,4,20,19,0,85,1,0,75.27,63.7,71.6,1,0.0101,0,0,0.00609
repo_beta,core,Java,2025-08-12,com.ocp.transport.core.Class0190,171,2.45,1.0,1,1,3.73,1.0,0.0,6,2,2,2,4,4,0,62,1,3,46.73,41.19,42.08,2,0.043,0,0,0.00611
repo_gamma,core,Java,2025-02-18,com.ocp.platform.core.Class0133,99,3.63,6.66,6,2,2.64,9.22,3.17,0,1,2,2,5,2,1,110,0,1,87.27,57.1,100.0,0,0.0193,0,0,0.00236
repo_gamma,service,Kotlin,2024-05-31,com.ocp.quality.service.Class0035,857,6.27,15.56,7,3,2.51,28.24,6.12,4,2,2,2,53,30,0,132,1,2,68.68,51.84,39.22,2,0.0644,0,0,0.01216
repo_alpha,service,Java,2025-12-13,com.ocp.transport.service.Class0058,419,7.0,5.27,6,1,2.7,16.66,3.45,1,3,2,10,46,41,6,89,0,0,78.78,75.39,74.81,2,0.0287,0,0,0.02186
repo_alpha,core,Java,2024-09-24,com.ocp.transport.core.Class0137,164,1.67,1.87,3,1,0.82,1.0,3.01,0,1,0,7,9,10,1,55,1,1,,62.52,59.79,3,0.1756,0,0,0.01113
repo_gamma,core,Java,2025-08-13,com.ocp.quality.core.Class0177,41,2.26,2.26,6,2,0.0,1.0,2.23,2,1,3,1,1,0,1,128,0,0,,84.9,58.12,4,0.1317,0,0,0.01477
repo_beta,utils,Java,2024-12-23,com.ocp.quality.utils.Class0198,224,2.45,9.35,4,0,0.0,11.38,2.3,0,0,0,0,5,5,0,158,0,2,81.8,79.47,50.95,1,0.0375,0,0,0.00679
repo_beta,core,Java,2024-06-07,com.ocp.platform.core.Class0152,133,4.66,7.69,6,1,1.76,11.83,0.69,1,0,0,11,10,9,3,78,2,0,66.27,,60.21,3,0.1755,1,0,0.02829
repo_beta,data,Java,2024-03-23,com.ocp.platform.data.Class0135,70,1.0,1.0,3,2,0.2,1.0,0.75,1,1,0,5,8,3,2,142,1,0,68.3,61.23,60.01,0,,0,0,0.00837
repo_gamma,utils,Java,2024-03-06,com.ocp.quality.utils.Class0094,239,6.04,3.81,2,0,0.0,1.0,0.0,0,0,1,1,3,1,0,72,0,1,46.52,31.74,46.6,2,0.0347,0,0,0.02601
repo_alpha,service,Java,2025-03-05,com.ocp.quality.service.Class0069,119,7.56,5.79,5,1,1.89,23.34,0.95,0,3,2,2,4,6,1,22,0,0,45.61,,14.79,1,0.0838,0,0,0.06041
repo_beta,service,Java,2024-02-14,com.ocp.quality.service.Class0059,306,7.86,8.26,6,2,1.37,10.57,3.49,1,1,2,1,10,8,0,38,1,3,84.91,62.53,49.6,0,0.0033,0,0,0.0326
repo_gamma,core,Java,2024-02-16,com.ocp.platform.core.Class0108,44,3.15,4.85,6,1,6.81,28.93,0.0,3,2,0,2,1,0,0,147,0,0,65.13,66.53,65.08,0,0.0472,0,0,0.01835
repo_gamma,core,Java,2024-08-13,com.ocp.transport.core.Class0117,97,4.38,4.98,1,0,0.0,9.76,0.0,1,1,1,2,2,1,0,164,0,0,68.92,,24.13,1,0.0301,0,0,0.01771
repo_beta,data,Kotlin,2025-02-20,com.ocp.transport.data.Class0116,222,4.52,1.0,2,1,5.16,26.37,1.13,1,1,4,7,19,12,0,53,2,3,63.57,60.72,44.38,2,0.0268,0,0,0.00718
repo_gamma,core,Java,2025-11-06,com.ocp.core.Class0004,137,2.89,4.51,1,1,0.0,5.75,0.0,0,1,0,5,8,12,2,97,2,1,60.24,37.28,47.24,1,0.011,0,0,0.01124
repo_alpha,utils,Java,2024-09-16,com.ocp.utils.Class0197,161,4.06,1.0,2,0,0.54,13.31,2.53,2,0,3,2,0,2,0,136,1,2,,71.21,,0,0.0259,0,0,0.0309
repo_alpha,api,Java,2025-07-14,com.ocp.api.Class0170,84,1.53,1.0,6,1,0.0,6.86,0.86,0,0,2,4,1,1,1,21,1,0,63.81,46.93,47.07,2,0.0382,0,0,0.04076
repo_alpha,utils,Java,2025-03-06,com.ocp.utils.Class0080,218,3.16,1.0,4,2,0.3,1.0,0.0,2,1,2,8,29,23,0,96,1,1,65.05,,59.76,1,0.0679,0,0,0.0064
repo_gamma,service,Java,2024-01-28,com.ocp.platform.service.Class0124,90,1.0,3.62,2,0,1.77,1.0,4.94,1,4,0,3,2,1,1,1,0,1,70.74,80.52,68.38,1,0.0484,0,0,0.01401
repo_gamma,service,Java,2025-11-24,com.ocp.service.Class0158,223,4.6,2.31,3,0,3.58,32.99,3.89,0,3,0,6,17,17,0,86,0,0,79.33,67.79,68.8,1,0.0473,0,0,0.00367
repo_gamma,integration,Java,2025-09-19,com.ocp.integration.Class0036,96,5.64,10.26,4,0,0.18,24.76,1.62,1,1,2,6,1,6,0,83,0,0,65.41,51.56,41.12,2,0.0134,0,0,0.02088
repo_alpha,utils,Java,2024-09-06,com.ocp.transport.utils.Class0153,345,9.2,7.21,6,2,1.22,17.34,2.49,3,2,2,3,9,21,0,131,0,1,,42.35,40.49,0,0.083,0,1,0.04397
repo_gamma,core,Java,2024-10-06,com.ocp.quality.core.Class0008,204,6.25,5.78,1,0,2.58,1.0,1.55,2,2,2,2,10,13,0,96,0,2,87.11,85.16,66.94,0,0.0167,0,0,0.00657
repo_alpha,service,Java,2024-04-12,com.ocp.quality.service.Class0071,38,2.91,1.0,1,0,0.0,1.0,2.77,2,0,0,3,3,0,1,99,0,2,71.25,57.27,52.65,2,0.1151,0,0,0.00255
repo_beta,utils,Java,2024-05-17,com.ocp.transport.utils.Class0151,565,3.24,1.0,5,1,4.5,22.28,2.86,2,0,1,10,76,70,3,86,3,2,70.42,64.51,33.73,1,0.0084,0,0,0.02137
repo_alpha,service,Kotlin,2024-06-22,com.ocp.transport.service.Class0073,69,1.0,1.0,6,1,3.89,4.96,0.37,3,0,0,4,1,1,3,32,1,0,61.42,53.04,47.92,1,0.08,0,0,0.00696
repo_alpha,integration,Java,2025-06-16,com.ocp.integration.Class0082,95,4.47,5.12,3,0,0.0,1.0,3.0,0,0,1,2,1,3,0,129,0,0,84.63,61.8,79.54,0,0.0067,0,0,0.00492
repo_gamma,service,Java,2025-02-26,com.ocp.service.Class0159,137,2.65,7.77,4,0,0.0,10.01,4.78,0,0,0,17,16,12,2,33,3,0,70.69,52.44,,1,0.0189,0,0,0.01071
repo_alpha,utils,Java,2025-01-08,com.ocp.platform.utils.Class0139,58,1.21,1.0,2,0,1.75,9.91,0.0,1,2,0,3,3,0,1,112,0,1,75.93,67.85,69.83,2,0.0786,0,0,0.007
repo_gamma,core,Java,2024-10-19,com.ocp.transport.core.Class0207,100,3.38,3.8,1,0,0.3,1.0,1.49,0,1,0,6,5,3,1,41,3,1,66.65,56.02,54.05,2,0.0606,0,0,0.00468
repo_beta,core,Java,2025-11-03,com.ocp.core.Class0153,151,6.08,3.78,1,1,1.54,9.37,3.34,6,1,1,4,10,7,0,165,0,1,66.9,44.45,,1,0.0044,0,0,0.04072
repo_alpha,utils,Java,2025-01-21,com.ocp.platform.utils.Class0026,122,1.44,5.86,1,1,0.0,2.75,0.0,1,0,3,10,20,14,3,0,0,0,67.54,67.67,60.53,2,0.036,0,0,0.01281
repo_alpha,integration,Java,2025-06-10,com.ocp.integration.Class0006,234,4.12,1.0,4,0,0.0,1.0,0.0,2,0,1,4,14,10,1,94,1,0,76.49,75.41,72.61,0,0.0049,0,0,0.01363
repo_beta,core,Kotlin,2025-03-30,com.ocp.transport.core.Class0017,427,7.2,1.0,1,0,3.45,1.0,0.99,0,2,1,0,6,5,0,25,0,0,63.18,56.08,47.41,1,0.0184,0,0,0.01491
repo_alpha,core,Java,2024-11-13,com.ocp.transport.core.Class0218,204,6.94,9.29,5,1,0.0,18.89,2.48,1,1,1,7,22,27,0,89,2,1,64.17,66.8,59.36,1,0.0072,0,0,0.01961
repo_gamma,utils,Java,2025-10-24,com.ocp.utils.Class0041,156,1.05,2.19,4,0,1.99,7.73,0.0,0,1,3,1,7,4,0,74,0,1,66.92,72.56,62.22,0,0.1441,0,0,0.01
repo_alpha,data,Kotlin,2024-09-24,com.ocp.quality.data.Class0009,232,3.02,1.0,2,0,4.32,11.23,0.0,2,1,0,3,26,25,0,100,0,0,60.38,46.04,44.86,0,0.1144,0,0,0.01555
repo_alpha,integration,Java,2024-08-01,com.ocp.integration.Class0215,130,2.03,2.28,1,0,5.34,10.31,0.0,0,0,0,9,8,17,1,72,0,1,74.25,76.35,,2,0.0183,0,0,0.00184
repo_beta,utils,Java,2024-06-12,com.ocp.quality.utils.Class0090,779,8.34,10.86,2,1,0.0,13.58,4.26,0,3,0,1,31,39,0,153,1,2,66.94,56.09,41.68,0,0.0364,0,0,0.01396
repo_gamma,data,Java,2024-05-17,com.ocp.platform.data.Class0101,316,8.86,10.12,5,4,0.0,4.73,2.58,2,0,3,5,14,16,0,54,0,0,,76.43,74.78,2,0.1571,0,0,0.00643
repo_alpha,api,Java,2025-07-15,com.ocp.quality.api.Class0132,398,6.77,4.3,3,0,0.4,1.0,4.39,0,0,0,5,36,27,0,80,3,1,61.88,56.78,,0,0.0655,0,0,0.01308
repo_gamma,api,Java,2024-01-01,com.ocp.quality.api.Class0043,271,6.02,14.61,2,0,0.41,9.84,0.97,1,2,2,0,7,5,0,155,0,0,77.85,66.49,64.8,0,0.0953,0,0,0.00732
repo_beta,utils,Java,2025-01-19,com.ocp.platform.utils.Class0033,71,2.14,1.0,6,1,0.0,1.0,1.01,2,1,0,2,2,1,1,75,0,0,,63.64,75.69,0,0.116,0,0,0.00284
repo_alpha,core,Java,2025-04-04,com.ocp.platform.core.Class0181,320,9.82,7.06,4,0,0.0,11.97,2.55,2,3,1,15,43,33,2,129,1,0,59.08,50.28,91.13,1,0.0476,0,0,0.0233
repo_gamma,integration,Java,2025-05-12,com.ocp.platform.integration.Class0028,141,1.0,7.2,6,1,2.82,4.92,0.74,3,3,1,3,11,5,0,161,0,1,91.82,81.08,83.36,0,0.0578,0,0,0.00107
repo_beta,service,Java,2024-06-15,com.ocp.service.Class0193,55,3.36,1.0,5,2,0.0,11.62,0.0,2,3,0,2,7,1,1,58,1,1,79.1,54.42,69.76,1,0.0135,0,0,0.02133
repo_alpha,core,Java,2025-11-04,com.ocp.transport.core.Class0050,72,1.99,1.38,6,2,1.07,1.0,0.0,2,1,0,2,4,6,0,161,0,0,75.84,64.02,,0,0.0293,0,0,0.01489
repo_beta,utils,Java,2025-11-17,com.ocp.transport.utils.Class0052,125,4.72,3.97,1,1,0.0,9.03,0.0,2,2,1,8,6,6,3,52,1,0,81.75,,,0,0.0267,0,0,0.00536
repo_gamma,core,Java,2025-04-30,com.ocp.quality.core.Class0069,527,7.51,5.82,4,1,3.15,18.27,4.45,0,0,3,8,51,46,2,148,1,0,68.72,56.58,,2,0.1808,1,0,0.03523
repo_alpha,core,Java,2024-11-03,com.ocp.core.Class0066,77,2.31,1.0,3,0,2.65,18.58,1.28,3,2,0,8,4,6,2,20,0,1,77.95,64.78,75.56,0,0.0763,0,0,0.00577
repo_beta,data,Kotlin,2024-03-22,com.ocp.transport.data.Class0116,241,4.32,3.58,6,3,2.54,1.0,0.0,2,3,0,6,20,16,0,144,1,3,57.13,,64.27,0,0.0291,0,0,0.00406
repo_beta,utils,Java,2024-12-10,com.ocp.transport.utils.Class0046,90,5.59,9.62,6,1,0.25,24.93,0.0,1,1,0,3,3,6,1,112,0,0,98.01,93.76,100.0,0,0.1517,0,0,0.00103
repo_beta,data,Java,2025-10-24,com.ocp.platform.data.Class0114,177,7.07,1.0,2,0,0.0,1.55,0.0,0,1,2,8,14,9,0,33,0,0,81.31,66.4,52.11,1,0.0449,0,0,0.00714
repo_alpha,data,Java,2024-09-13,com.ocp.data.Class0183,80,5.48,12.01,4,0,5.87,21.87,0.0,0,1,0,15,13,7,5,41,1,0,66.25,67.8,36.89,2,0.0735,0,0,0.01271
repo_beta,data,Java,2025-03-16,com.ocp.platform.data.Class0114,203,7.22,3.65,1,0,5.24,6.94,0.8,0,2,0,6,17,13,2,45,2,0,82.36,71.16,84.92,0,0.0507,0,0,0.00458
repo_alpha,integration,Java,2024-03-18,com.ocp.transport.integration.Class0195,431,4.6,6.99,6,1,0.0,10.69,5.07,2,1,2,3,29,19,0,139,1,1,57.09,49.1,46.11,2,0.0063,0,0,0.04812
repo_alpha,core,Java,2024-12-07,com.ocp.quality.core.Class0219,67,6.98,1.73,6,1,0.78,4.68,0.37,0,1,0,6,4,5,2,0,1,2,55.99,,49.36,2,0.1079,0,0,0.00691
